date,branch_id,product_id,quantity_sold,selling_price,cost_price,current_stock,month,festival_flag
2025-08-28,B28,P112,30,722,626,340,8,0
2025-06-10,B28,P105,21,416,312,781,6,0
2025-07-20,B05,P110,14,847,631,312,7,0
2025-03-30,B15,P104,146,93,83,353,3,1
2025-06-07,B02,P111,45,993,711,615,6,0
2025-10-05,B16,P105,154,863,780,526,10,1
2025-07-01,B47,P109,63,38,26,419,7,0
2025-05-07,B43,P115,18,628,480,520,5,0
2025-09-01,B26,P110,45,164,146,448,9,0
2025-12-13,B04,P114,133,539,391,896,12,1
2025-01-07,B11,P119,57,75,66,139,1,0
2025-08-10,B06,P112,80,463,349,630,8,0
2025-11-27,B33,P108,157,199,174,461,11,1
2025-09-27,B46,P102,39,839,659,440,9,0
2025-05-05,B11,P107,68,315,220,686,5,0
2025-06-09,B48,P110,57,1039,779,778,6,0
2025-08-14,B46,P114,79,884,736,452,8,0
2025-01-26,B11,P106,48,236,170,875,1,0
2025-10-26,B49,P111,77,769,562,908,10,1
2025-08-30,B24,P118,26,159,111,718,8,0
2025-02-01,B30,P108,21,704,477,686,2,0
2025-03-24,B49,P102,24,586,437,720,3,1
2025-02-06,B48,P105,11,625,522,821,2,0
2025-06-05,B23,P105,41,900,698,427,6,0
2025-06-16,B01,P112,15,807,708,634,6,0
2025-09-04,B46,P120,33,686,497,443,9,0
2025-09-26,B36,P102,59,974,784,747,9,0
2025-01-27,B20,P113,32,691,528,512,1,0
2025-08-25,B05,P114,54,901,638,339,8,0
2025-08-16,B15,P103,69,359,324,704,8,0
2025-11-15,B33,P106,105,267,228,470,11,1
2025-05-11,B41,P119,39,175,142,184,5,0
2025-03-07,B49,P103,29,847,569,619,3,1
2025-11-11,B41,P117,164,965,701,687,11,1
2025-06-23,B37,P120,51,507,363,512,6,0
2025-10-11,B32,P102,102,514,378,378,10,1
2025-06-20,B25,P112,74,602,498,808,6,0
2025-05-04,B26,P115,75,759,610,604,5,0
2025-10-26,B06,P108,102,807,633,568,10,1
2025-09-23,B34,P117,57,162,143,605,9,0
2025-10-19,B32,P102,137,218,172,336,10,1
2025-06-13,B15,P105,36,163,147,733,6,0
2025-09-25,B48,P102,73,174,131,657,9,0
2025-08-13,B06,P103,35,816,665,516,8,0
2025-09-08,B19,P108,72,488,409,246,9,0
2025-02-27,B43,P116,59,133,90,396,2,0
2025-03-22,B15,P104,160,87,59,899,3,1
2025-06-10,B39,P108,40,565,396,411,6,0
2025-09-13,B38,P103,55,367,258,406,9,0
2025-07-12,B46,P107,45,47,38,391,7,0
2025-06-09,B31,P115,54,781,651,467,6,0
2025-11-03,B36,P106,64,164,125,476,11,1
2025-03-10,B33,P101,25,651,495,843,3,1
2025-12-25,B18,P105,44,534,413,799,12,1
2025-06-16,B18,P115,42,945,661,905,6,0
2025-02-16,B08,P104,49,47,34,530,2,0
2025-09-19,B38,P110,27,24,20,128,9,0
2025-05-31,B44,P114,15,412,348,738,5,0
2025-01-30,B02,P119,50,962,783,300,1,0
2025-03-02,B11,P103,42,112,94,746,3,1
2025-11-20,B35,P106,53,484,362,392,11,1
2025-08-04,B24,P104,44,623,537,795,8,0
2025-05-30,B41,P120,71,338,292,372,5,0
2025-04-01,B38,P106,70,672,479,902,4,0
2025-06-28,B17,P105,25,730,548,833,6,0
2025-03-12,B14,P119,81,934,679,587,3,1
2025-04-02,B29,P105,59,219,186,519,4,0
2025-01-15,B33,P117,42,1124,754,967,1,0
2025-12-13,B43,P112,103,1014,733,472,12,1
2025-01-28,B19,P107,22,960,656,469,1,0
2025-04-18,B50,P112,65,708,515,809,4,0
2025-04-10,B47,P105,25,398,296,658,4,0
2025-01-13,B12,P108,74,436,394,615,1,0
2025-05-30,B49,P108,35,531,424,963,5,0
2025-10-05,B35,P120,99,392,332,985,10,1
2025-01-12,B42,P112,17,289,249,826,1,0
2025-10-01,B10,P114,20,77,52,547,10,1
2025-11-18,B03,P103,43,467,332,490,11,1
2025-10-20,B08,P102,52,836,706,753,10,1
2025-11-28,B26,P105,125,472,386,804,11,1
2025-11-02,B50,P109,35,970,785,421,11,1
2025-05-11,B29,P115,72,867,643,568,5,0
2025-11-03,B46,P115,170,348,259,930,11,1
2025-03-09,B50,P108,49,1169,787,499,3,1
2025-01-22,B04,P104,52,462,374,291,1,0
2025-03-16,B38,P106,155,177,153,431,3,1
2025-05-21,B03,P108,33,839,727,949,5,0
2025-02-21,B03,P111,14,555,389,796,2,0
2025-09-15,B40,P116,34,835,598,196,9,0
2025-03-11,B38,P117,82,610,495,577,3,1
2025-05-22,B16,P108,67,640,524,151,5,0
2025-04-30,B39,P114,25,623,468,548,4,0
2025-08-26,B12,P116,27,417,346,552,8,0
2025-01-03,B50,P113,69,1148,766,881,1,0
2025-05-21,B22,P115,50,331,278,809,5,0
2025-08-14,B15,P103,79,653,513,430,8,0
2025-08-11,B10,P110,35,407,320,425,8,0
2025-05-23,B09,P118,78,843,570,529,5,0
2025-06-08,B12,P106,62,863,712,730,6,0
2025-12-25,B12,P112,51,818,591,603,12,1
2025-01-26,B06,P101,75,357,273,900,1,0
2025-10-24,B47,P112,163,966,781,907,10,1
2025-05-31,B35,P115,34,125,96,569,5,0
2025-09-25,B31,P116,77,687,498,245,9,0
2025-02-02,B02,P101,72,366,305,483,2,0
2025-11-24,B12,P104,36,277,198,107,11,1
2025-05-24,B02,P116,31,670,575,418,5,0
2025-05-27,B35,P112,35,595,421,420,5,0
2025-06-06,B35,P118,51,305,257,183,6,0
2025-07-06,B16,P110,13,145,110,432,7,0
2025-07-29,B45,P102,37,172,144,387,7,0
2025-12-07,B25,P109,116,207,166,962,12,1
2025-03-07,B19,P116,103,620,508,947,3,1
2025-08-31,B33,P105,18,426,329,405,8,0
2025-12-12,B42,P110,67,402,346,946,12,1
2025-09-01,B12,P115,43,962,691,487,9,0
2025-10-26,B21,P109,76,583,396,230,10,1
2025-04-20,B14,P120,25,238,164,614,4,0
2025-03-04,B50,P101,73,600,435,845,3,1
2025-08-16,B16,P108,41,913,794,212,8,0
2025-05-19,B41,P117,71,711,607,331,5,0
2025-06-15,B21,P105,11,518,425,518,6,0
2025-07-19,B23,P107,78,457,333,567,7,0
2025-01-15,B06,P108,73,611,508,253,1,0
2025-08-02,B37,P109,80,210,174,723,8,0
2025-07-19,B16,P113,47,129,114,948,7,0
2025-03-13,B40,P120,96,598,485,279,3,1
2025-03-12,B17,P105,26,995,754,892,3,1
2025-02-08,B13,P114,26,218,155,634,2,0
2025-08-30,B13,P111,76,33,25,212,8,0
2025-07-16,B04,P117,51,244,205,390,7,0
2025-08-31,B28,P118,19,524,441,700,8,0
2025-08-12,B02,P106,74,40,34,526,8,0
2025-04-01,B24,P111,70,515,453,892,4,0
2025-07-05,B46,P114,44,705,540,964,7,0
2025-06-19,B40,P117,63,179,144,990,6,0
2025-11-23,B12,P111,38,297,269,686,11,1
2025-12-16,B50,P101,146,341,310,660,12,1
2025-10-11,B05,P103,27,232,200,505,10,1
2025-06-02,B02,P113,72,686,623,541,6,0
2025-05-15,B26,P111,63,854,578,101,5,0
2025-07-25,B11,P118,72,146,123,387,7,0
2025-12-22,B08,P117,73,51,41,283,12,1
2025-08-11,B35,P110,55,699,500,949,8,0
2025-01-25,B08,P118,15,995,791,900,1,0
2025-11-16,B30,P114,67,822,566,855,11,1
2025-10-20,B22,P111,134,1059,778,941,10,1
2025-03-22,B28,P111,33,611,427,318,3,1
2025-12-30,B44,P120,42,818,566,171,12,1
2025-10-19,B44,P119,67,999,693,366,10,1
2025-04-26,B27,P104,80,676,578,904,4,0
2025-07-09,B44,P106,37,995,695,686,7,0
2025-06-12,B27,P116,29,95,72,639,6,0
2025-01-16,B12,P104,12,205,183,837,1,0
2025-06-29,B46,P106,16,172,157,846,6,0
2025-06-19,B02,P119,27,864,680,793,6,0
2025-09-12,B14,P113,79,468,338,750,9,0
2025-04-14,B23,P114,36,593,490,701,4,0
2025-10-15,B48,P106,136,47,42,325,10,1
2025-03-19,B28,P113,117,930,654,607,3,1
2025-11-05,B21,P108,82,761,655,315,11,1
2025-04-19,B21,P104,72,510,358,637,4,0
2025-05-27,B36,P103,70,434,387,759,5,0
2025-07-10,B49,P103,66,501,399,255,7,0
2025-03-04,B45,P109,191,845,603,613,3,1
2025-07-29,B44,P108,62,785,600,288,7,0
2025-05-23,B40,P103,58,618,524,275,5,0
2025-05-03,B34,P119,73,169,116,563,5,0
2025-01-06,B29,P108,73,431,298,841,1,0
2025-11-18,B32,P101,123,501,368,712,11,1
2025-05-10,B07,P119,50,1095,792,873,5,0
2025-05-30,B14,P114,22,822,625,866,5,0
2025-03-22,B38,P108,99,866,750,989,3,1
2025-10-20,B09,P107,123,417,340,630,10,1
2025-11-30,B50,P115,43,386,273,896,11,1
2025-09-14,B25,P105,71,657,514,807,9,0
2025-07-17,B23,P103,63,143,103,176,7,0
2025-12-29,B42,P116,109,178,120,328,12,1
2025-06-25,B02,P120,38,1116,755,812,6,0
2025-01-27,B13,P117,49,234,175,562,1,0
2025-06-06,B19,P103,77,541,416,891,6,0
2025-11-26,B28,P116,26,368,292,677,11,1
2025-08-16,B24,P112,34,699,609,269,8,0
2025-07-27,B04,P116,52,285,207,953,7,0
2025-02-04,B23,P114,49,334,278,391,2,0
2025-10-28,B06,P113,107,871,654,194,10,1
2025-02-28,B11,P102,56,540,366,977,2,0
2025-01-26,B32,P111,79,34,30,414,1,0
2025-01-21,B37,P115,53,473,385,396,1,0
2025-08-06,B37,P116,70,1094,800,561,8,0
2025-09-22,B34,P120,32,367,271,261,9,0
2025-06-02,B47,P116,60,557,457,475,6,0
2025-05-06,B45,P106,31,112,79,605,5,0
2025-11-27,B08,P107,146,825,663,428,11,1
2025-02-26,B02,P102,38,989,793,236,2,0
2025-03-06,B42,P114,89,300,258,838,3,1
2025-05-20,B30,P120,25,509,348,204,5,0
2025-02-25,B17,P105,24,792,636,236,2,0
2025-08-15,B47,P109,13,976,761,519,8,0
2025-12-23,B25,P105,40,535,450,287,12,1
2025-04-12,B31,P113,55,362,256,933,4,0
2025-09-03,B20,P107,46,569,482,247,9,0
2025-08-14,B34,P101,68,1049,747,932,8,0
2025-11-26,B49,P114,191,665,529,971,11,1
2025-05-10,B02,P108,20,720,538,171,5,0
2025-12-09,B24,P116,68,132,105,885,12,1
2025-04-19,B11,P108,61,498,333,821,4,0
2025-05-17,B45,P119,46,587,477,894,5,0
2025-04-02,B13,P102,78,275,241,475,4,0
2025-09-19,B40,P120,26,1050,724,632,9,0
2025-03-05,B27,P118,58,152,120,154,3,1
2025-03-23,B43,P116,195,500,454,681,3,1
2025-10-24,B07,P103,103,1107,797,659,10,1
2025-08-20,B32,P114,60,59,48,636,8,0
2025-11-11,B45,P116,100,194,171,613,11,1
2025-01-30,B11,P118,35,380,334,894,1,0
2025-03-05,B37,P102,50,397,352,354,3,1
2025-01-30,B34,P110,53,263,224,685,1,0
2025-10-04,B32,P112,81,342,238,868,10,1
2025-09-13,B36,P114,37,853,683,666,9,0
2025-02-25,B47,P108,66,598,533,430,2,0
2025-03-26,B29,P112,74,1103,755,329,3,1
2025-11-17,B44,P103,40,597,421,566,11,1
2025-03-09,B04,P112,102,715,627,525,3,1
2025-12-16,B26,P106,65,218,149,368,12,1
2025-04-12,B26,P118,25,209,141,266,4,0
2025-05-03,B49,P112,75,854,612,956,5,0
2025-06-27,B26,P112,23,807,614,922,6,0
2025-01-28,B17,P113,24,190,154,236,1,0
2025-04-13,B43,P105,44,766,696,560,4,0
2025-07-09,B18,P106,24,243,173,865,7,0
2025-08-27,B12,P110,35,1094,767,249,8,0
2025-12-29,B25,P103,166,566,502,402,12,1
2025-03-02,B45,P111,82,194,158,687,3,1
2025-01-08,B16,P105,15,418,355,564,1,0
2025-03-27,B04,P114,62,1006,678,412,3,1
2025-11-20,B42,P110,42,456,392,400,11,1
2025-02-03,B20,P102,66,799,671,110,2,0
2025-07-04,B27,P105,70,30,27,466,7,0
2025-04-27,B01,P116,50,79,69,135,4,0
2025-09-29,B41,P104,30,173,129,682,9,0
2025-12-08,B02,P116,47,471,426,559,12,1
2025-02-27,B03,P115,44,1041,780,399,2,0
2025-03-07,B11,P105,77,150,103,434,3,1
2025-01-09,B39,P109,23,799,648,296,1,0
2025-04-14,B30,P103,48,59,40,682,4,0
2025-09-02,B46,P101,63,986,707,907,9,0
2025-06-24,B43,P117,10,206,177,872,6,0
2025-07-03,B16,P114,64,351,262,511,7,0
2025-03-28,B30,P115,157,126,99,546,3,1
2025-11-01,B16,P111,100,415,285,618,11,1
2025-11-06,B50,P111,51,256,202,559,11,1
2025-12-10,B30,P117,64,888,756,231,12,1
2025-08-23,B39,P119,71,470,397,313,8,0
2025-03-21,B10,P114,129,658,542,953,3,1
2025-07-16,B46,P104,24,110,76,991,7,0
2025-07-16,B18,P114,77,303,227,974,7,0
2025-03-28,B50,P120,70,278,192,581,3,1
2025-03-18,B08,P101,28,298,212,691,3,1
2025-01-28,B01,P114,36,423,303,534,1,0
2025-05-14,B43,P109,62,239,172,476,5,0
2025-05-19,B14,P114,20,451,388,816,5,0
2025-06-26,B12,P117,27,995,673,107,6,0
2025-03-26,B28,P107,103,42,30,192,3,1
2025-12-12,B22,P117,188,330,242,214,12,1
2025-09-07,B36,P105,18,876,699,780,9,0
2025-03-28,B20,P104,124,381,269,125,3,1
2025-04-13,B25,P115,27,505,404,608,4,0
2025-08-19,B33,P120,27,873,666,521,8,0
2025-07-17,B26,P107,49,1041,735,434,7,0
2025-02-21,B14,P115,65,903,697,999,2,0
2025-04-22,B11,P106,12,992,784,933,4,0
2025-07-26,B10,P102,12,518,375,472,7,0
2025-12-27,B22,P109,52,804,661,609,12,1
2025-12-26,B47,P102,32,860,724,534,12,1
2025-06-09,B13,P106,54,694,555,127,6,0
2025-12-10,B02,P117,127,355,257,665,12,1
2025-12-20,B34,P101,192,96,67,129,12,1
2025-10-10,B50,P108,131,617,416,998,10,1
2025-07-05,B07,P107,77,473,378,494,7,0
2025-10-07,B41,P115,58,686,599,693,10,1
2025-02-01,B28,P115,28,1157,786,997,2,0
2025-12-16,B23,P115,56,262,225,675,12,1
2025-12-23,B21,P110,147,780,703,409,12,1
2025-07-20,B14,P119,46,71,58,335,7,0
2025-12-30,B06,P105,88,309,234,918,12,1
2025-10-21,B32,P117,158,831,592,290,10,1
2025-12-14,B44,P103,107,926,618,538,12,1
2025-09-04,B49,P103,52,828,571,755,9,0
2025-06-26,B24,P105,62,358,313,666,6,0
2025-11-01,B21,P110,16,184,151,544,11,1
2025-09-06,B38,P108,51,465,337,275,9,0
2025-11-28,B25,P116,95,42,33,808,11,1
2025-01-28,B11,P107,67,712,619,1000,1,0
2025-01-19,B41,P118,13,562,397,556,1,0
2025-05-16,B24,P105,76,265,196,407,5,0
2025-07-03,B50,P120,72,42,35,530,7,0
2025-03-20,B09,P103,103,357,254,696,3,1
2025-04-23,B13,P105,12,705,512,553,4,0
2025-03-09,B47,P104,104,350,294,946,3,1
2025-12-17,B33,P120,31,835,585,381,12,1
2025-05-07,B13,P102,24,873,594,465,5,0
2025-09-25,B13,P119,53,825,678,156,9,0
2025-05-16,B02,P109,19,309,227,545,5,0
2025-04-21,B04,P116,67,538,411,515,4,0
2025-05-04,B25,P115,62,636,509,464,5,0
2025-05-20,B29,P103,32,671,489,580,5,0
2025-03-27,B18,P104,132,722,501,854,3,1
2025-04-05,B14,P101,70,523,387,339,4,0
2025-06-07,B41,P120,56,281,203,708,6,0
2025-08-08,B07,P105,39,519,356,171,8,0
2025-10-28,B27,P105,48,481,398,618,10,1
2025-06-05,B17,P111,56,641,475,432,6,0
2025-03-21,B28,P115,149,572,461,209,3,1
2025-03-15,B23,P118,71,939,683,616,3,1
2025-02-25,B40,P103,66,501,338,115,2,0
2025-03-29,B45,P115,86,1123,752,524,3,1
2025-02-22,B12,P105,61,657,470,225,2,0
2025-06-01,B04,P117,43,330,296,590,6,0
2025-09-13,B30,P103,24,735,652,843,9,0
2025-01-12,B07,P118,43,512,444,682,1,0
2025-02-27,B50,P117,22,893,619,807,2,0
2025-01-15,B15,P101,80,688,564,705,1,0
2025-05-05,B48,P106,47,1072,728,953,5,0
2025-07-18,B42,P109,57,447,301,288,7,0
2025-07-06,B19,P114,76,628,500,914,7,0
2025-06-18,B31,P101,71,140,124,893,6,0
2025-04-26,B31,P107,59,130,118,155,4,0
2025-12-12,B19,P109,32,505,360,630,12,1
2025-03-20,B11,P101,59,259,196,805,3,1
2025-02-01,B45,P105,56,821,592,806,2,0
2025-12-02,B27,P108,27,422,346,784,12,1
2025-10-03,B05,P109,138,672,484,201,10,1
2025-10-15,B08,P101,25,671,477,768,10,1
2025-05-02,B05,P116,31,741,569,750,5,0
2025-05-31,B06,P101,78,852,647,777,5,0
2025-11-22,B38,P109,91,356,256,766,11,1
2025-05-24,B22,P115,45,700,560,827,5,0
2025-10-07,B42,P103,112,220,193,172,10,1
2025-03-04,B37,P116,104,72,51,116,3,1
2025-08-16,B02,P110,80,485,353,319,8,0
2025-02-14,B24,P117,52,1012,741,235,2,0
2025-01-03,B01,P112,40,508,404,420,1,0
2025-01-25,B20,P105,40,606,425,776,1,0
2025-07-01,B37,P103,18,797,555,899,7,0
2025-06-16,B17,P102,20,587,525,853,6,0
2025-03-20,B06,P109,136,71,60,914,3,1
2025-12-12,B21,P101,77,634,444,708,12,1
2025-09-28,B26,P109,75,755,682,157,9,0
2025-10-15,B20,P117,133,437,384,687,10,1
2025-02-13,B25,P113,50,743,536,633,2,0
2025-10-18,B02,P104,123,912,703,362,10,1
2025-04-04,B08,P119,79,833,574,805,4,0
2025-08-04,B07,P118,38,537,488,811,8,0
2025-05-11,B27,P115,35,805,621,877,5,0
2025-08-28,B34,P113,51,373,320,298,8,0
2025-07-24,B03,P109,78,54,39,138,7,0
2025-04-28,B33,P110,76,39,35,224,4,0
2025-03-26,B03,P103,138,808,545,836,3,1
2025-01-14,B18,P107,15,484,393,346,1,0
2025-05-29,B05,P102,37,623,488,295,5,0
2025-01-27,B27,P115,59,530,373,513,1,0
2025-05-20,B12,P102,45,293,203,494,5,0
2025-10-17,B42,P116,106,789,621,203,10,1
2025-06-11,B23,P115,15,651,499,195,6,0
2025-11-13,B21,P106,172,436,322,304,11,1
2025-03-07,B48,P116,129,140,102,469,3,1
2025-02-22,B27,P119,61,241,200,583,2,0
2025-11-01,B06,P106,104,790,656,345,11,1
2025-11-19,B16,P118,82,280,234,395,11,1
2025-01-19,B47,P108,27,164,141,823,1,0
2025-02-04,B18,P101,37,910,740,985,2,0
2025-03-27,B44,P118,156,632,552,717,3,1
2025-12-05,B15,P104,101,844,694,302,12,1
2025-05-21,B37,P116,22,415,338,821,5,0
2025-01-20,B45,P104,23,1120,795,652,1,0
2025-01-11,B13,P111,65,305,250,949,1,0
2025-02-03,B25,P108,49,658,556,821,2,0
2025-07-08,B05,P109,80,691,549,978,7,0
2025-07-08,B20,P103,12,929,681,103,7,0
2025-10-29,B33,P113,46,720,598,398,10,1
2025-04-14,B39,P106,14,609,452,356,4,0
2025-06-19,B39,P115,50,547,381,261,6,0
2025-06-25,B44,P109,37,147,109,628,6,0
2025-03-07,B50,P110,43,340,277,125,3,1
2025-02-28,B40,P113,57,690,598,831,2,0
2025-06-24,B16,P106,53,1072,767,464,6,0
2025-11-28,B32,P107,94,352,288,134,11,1
2025-11-12,B25,P114,52,634,490,387,11,1
2025-07-04,B31,P109,59,402,325,834,7,0
2025-08-28,B08,P117,39,651,514,639,8,0
2025-10-06,B31,P105,22,449,406,313,10,1
2025-06-12,B50,P117,44,1050,734,775,6,0
2025-03-21,B32,P116,35,413,363,470,3,1
2025-04-07,B24,P115,48,53,36,591,4,0
2025-10-10,B50,P115,83,540,412,906,10,1
2025-11-02,B16,P108,51,376,278,240,11,1
2025-12-01,B41,P112,127,778,688,889,12,1
2025-08-28,B30,P109,68,912,678,860,8,0
2025-08-28,B30,P109,17,49,39,106,8,0
2025-11-29,B02,P119,48,276,202,610,11,1
2025-10-03,B01,P116,129,291,203,610,10,1
2025-10-17,B37,P103,44,986,771,789,10,1
2025-03-02,B42,P115,60,134,112,754,3,1
2025-04-05,B22,P105,76,360,249,576,4,0
2025-06-30,B11,P118,28,300,230,542,6,0
2025-03-05,B35,P102,57,854,578,755,3,1
2025-01-29,B42,P120,39,255,181,780,1,0
2025-07-31,B19,P106,29,569,514,523,7,0
2025-06-30,B25,P102,47,874,699,829,6,0
2025-08-19,B28,P107,58,986,707,773,8,0
2025-03-15,B45,P103,27,588,481,323,3,1
2025-03-09,B11,P107,136,573,505,249,3,1
2025-10-18,B30,P116,36,896,762,869,10,1
2025-05-14,B42,P118,56,923,686,849,5,0
2025-12-07,B23,P119,130,434,342,707,12,1
2025-12-14,B40,P109,119,291,219,243,12,1
2025-10-02,B13,P104,27,341,298,535,10,1
2025-02-05,B11,P113,43,516,463,837,2,0
2025-12-07,B14,P118,22,774,619,275,12,1
2025-12-20,B29,P104,162,671,579,513,12,1
2025-09-01,B48,P114,38,389,322,952,9,0
2025-05-04,B43,P119,22,576,473,389,5,0
2025-10-12,B16,P114,139,1054,721,448,10,1
2025-03-26,B05,P103,118,152,117,486,3,1
2025-10-28,B42,P113,45,533,370,478,10,1
2025-04-04,B40,P112,11,688,583,362,4,0
2025-03-10,B48,P117,164,521,453,235,3,1
2025-11-05,B08,P120,45,374,310,179,11,1
2025-04-03,B34,P109,57,441,390,908,4,0
2025-03-01,B15,P106,144,440,384,939,3,1
2025-01-25,B13,P115,44,143,128,800,1,0
2025-06-04,B33,P103,16,719,562,889,6,0
2025-11-09,B27,P109,90,212,190,354,11,1
2025-02-09,B47,P104,24,913,649,488,2,0
2025-08-19,B36,P109,57,57,49,228,8,0
2025-04-26,B12,P113,48,107,94,831,4,0
2025-04-17,B49,P108,73,785,677,286,4,0
2025-09-20,B23,P111,48,366,291,916,9,0
2025-05-16,B16,P116,13,535,460,460,5,0
2025-02-16,B16,P111,75,403,302,667,2,0
2025-05-17,B14,P101,23,232,164,647,5,0
2025-05-12,B39,P118,34,990,675,670,5,0
2025-10-04,B22,P114,162,449,327,912,10,1
2025-12-16,B18,P119,166,742,534,293,12,1
2025-09-17,B09,P110,43,189,166,543,9,0
2025-05-23,B24,P104,33,492,402,616,5,0
2025-01-08,B36,P120,52,70,55,953,1,0
2025-05-23,B23,P105,69,273,222,952,5,0
2025-09-04,B22,P106,13,26,22,871,9,0
2025-11-30,B35,P101,59,716,524,535,11,1
2025-03-15,B49,P101,51,193,148,584,3,1
2025-12-24,B46,P113,117,277,193,695,12,1
2025-04-28,B30,P108,56,861,613,211,4,0
2025-03-07,B16,P105,30,296,248,904,3,1
2025-08-12,B35,P102,18,77,54,768,8,0
2025-03-01,B41,P112,182,399,278,946,3,1
2025-04-26,B42,P109,48,730,535,866,4,0
2025-04-20,B05,P113,12,591,519,204,4,0
2025-07-02,B50,P104,14,497,343,211,7,0
2025-01-10,B27,P118,12,318,241,595,1,0
2025-10-15,B47,P119,49,59,48,837,10,1
2025-02-12,B45,P105,64,632,511,372,2,0
2025-01-16,B15,P116,74,706,554,144,1,0
2025-05-17,B16,P102,26,98,82,375,5,0
2025-03-13,B46,P113,95,219,193,411,3,1
2025-09-16,B21,P116,58,985,760,590,9,0
2025-10-09,B11,P110,77,260,226,574,10,1
2025-02-15,B35,P111,35,865,778,766,2,0
2025-03-01,B50,P109,28,447,359,531,3,1
2025-04-10,B36,P118,42,635,467,401,4,0
2025-05-05,B33,P107,15,91,62,382,5,0
2025-12-20,B07,P120,104,823,564,769,12,1
2025-09-12,B26,P111,57,1085,729,196,9,0
2025-10-27,B27,P111,114,293,240,339,10,1
2025-05-10,B08,P119,64,860,682,599,5,0
2025-06-26,B28,P115,44,500,338,830,6,0
2025-06-28,B18,P112,57,369,313,363,6,0
2025-08-24,B17,P120,62,476,388,696,8,0
2025-10-08,B27,P101,24,914,652,249,10,1
2025-05-08,B08,P110,11,276,193,771,5,0
2025-12-06,B43,P118,23,761,627,249,12,1
2025-12-02,B36,P118,179,569,449,573,12,1
2025-06-09,B13,P120,68,199,178,311,6,0
2025-01-17,B08,P110,16,285,213,232,1,0
2025-09-17,B47,P112,10,398,338,153,9,0
2025-12-31,B38,P110,69,72,49,268,12,1
2025-02-17,B14,P101,69,975,718,798,2,0
2025-02-05,B05,P104,59,248,218,236,2,0
2025-09-15,B43,P114,53,776,618,524,9,0
2025-10-13,B25,P115,53,794,692,721,10,1
2025-01-19,B17,P120,53,1143,770,942,1,0
2025-12-26,B21,P110,92,721,639,870,12,1
2025-03-10,B38,P104,136,829,624,661,3,1
2025-01-31,B45,P120,61,813,614,697,1,0
2025-07-16,B13,P108,66,993,739,825,7,0
2025-03-24,B33,P105,25,795,533,829,3,1
2025-05-01,B07,P118,21,330,222,840,5,0
2025-11-14,B12,P112,65,699,531,389,11,1
2025-07-09,B21,P106,20,390,294,281,7,0
2025-02-17,B02,P119,74,875,638,371,2,0
2025-05-09,B45,P116,80,407,346,112,5,0
2025-12-02,B10,P117,34,423,286,943,12,1
2025-01-09,B01,P107,69,528,433,591,1,0
2025-12-22,B27,P115,82,1024,719,500,12,1
2025-10-23,B28,P116,111,38,29,133,10,1
2025-09-18,B43,P119,73,532,450,618,9,0
2025-02-06,B27,P116,64,410,352,180,2,0
2025-01-21,B34,P119,31,418,287,455,1,0
2025-01-21,B14,P115,68,655,440,330,1,0
2025-12-18,B18,P118,17,180,152,601,12,1
2025-03-28,B34,P103,123,940,648,673,3,1
2025-12-11,B50,P101,100,857,617,295,12,1
2025-12-04,B49,P113,38,731,606,484,12,1
2025-08-18,B06,P105,29,911,711,518,8,0
2025-10-24,B44,P101,102,399,280,211,10,1
2025-01-16,B03,P102,77,844,598,158,1,0
2025-08-18,B10,P101,43,465,313,530,8,0
2025-11-25,B05,P103,36,220,161,818,11,1
2025-05-23,B36,P120,77,628,428,662,5,0
2025-11-15,B41,P105,75,31,27,142,11,1
2025-04-25,B27,P120,68,105,95,638,4,0
2025-11-21,B10,P108,131,144,100,704,11,1
2025-05-30,B32,P102,64,828,733,789,5,0
2025-02-12,B35,P114,47,44,38,789,2,0
2025-04-29,B20,P113,27,865,650,923,4,0
2025-11-21,B25,P115,72,670,533,477,11,1
2025-09-23,B42,P114,41,663,511,625,9,0
2025-02-02,B44,P112,74,732,620,744,2,0
2025-05-19,B25,P103,70,181,141,833,5,0
2025-02-03,B34,P115,21,76,53,129,2,0
2025-05-30,B48,P104,33,444,347,446,5,0
2025-12-09,B14,P115,63,400,282,461,12,1
2025-07-23,B49,P109,59,201,145,959,7,0
2025-01-02,B43,P117,69,95,70,795,1,0
2025-07-02,B09,P101,67,683,479,266,7,0
2025-02-23,B12,P113,39,223,177,800,2,0
2025-12-27,B08,P110,129,378,271,160,12,1
2025-08-25,B47,P101,21,561,378,986,8,0
2025-10-10,B38,P103,97,692,585,296,10,1
2025-12-08,B50,P104,117,64,52,684,12,1
2025-04-22,B22,P101,38,216,159,908,4,0
2025-07-02,B13,P119,55,513,386,648,7,0
2025-10-29,B41,P114,75,688,575,984,10,1
2025-09-24,B36,P114,52,1081,788,396,9,0
2025-08-08,B14,P109,25,747,544,304,8,0
2025-10-11,B41,P119,92,235,172,394,10,1
2025-05-09,B36,P120,45,448,375,649,5,0
2025-11-27,B43,P106,36,76,56,849,11,1
2025-06-09,B47,P101,49,506,380,981,6,0
2025-09-19,B14,P119,73,485,379,379,9,0
2025-10-18,B42,P116,139,577,503,835,10,1
2025-11-10,B47,P105,84,413,349,954,11,1
2025-01-12,B48,P102,54,764,652,583,1,0
2025-02-14,B05,P105,72,492,387,191,2,0
2025-07-08,B37,P105,36,899,772,382,7,0
2025-04-09,B32,P113,63,319,271,954,4,0
